Id,FertilizerId,DensityUnitId,Value,StaticDataVersionId
11,21,3,12.81414101,10
25,25,1,4.836,10
26,25,2,1.277536047,10
28,25,4,10.661555,10
9,21,1,4.839830588,10
12,21,4,10.67,10
1,18,1,5.284351111,10
27,25,3,12.80399898,10
3,18,3,13.99107242,10
23,24,3,11.79789484,10
39,20,3,13.04,10
40,20,4,10.86,10
33,27,1,4.315,10
34,27,2,1.14,10
36,27,4,9.51,10
35,27,3,11.42,10
22,24,2,1.177150667,10
21,24,1,4.456,10
24,24,4,9.823798403,10
31,26,3,15.8,10
29,26,1,5.964739666,10
30,26,2,1.579,10
32,26,4,13.15,10
10,21,2,1.278547981,10
37,20,1,4.93,10
15,22,3,14.25490705,10
38,20,2,1.3,10
14,22,2,1.422302331,10
16,22,4,11.8696882,10
18,23,2,1.322883759,10
17,23,1,5.007659765,10
20,23,4,11.04,10
19,23,3,13.25849267,10
13,22,1,5.384,10
18,23,2,1.322883759,12
17,23,1,5.007659765,12
16,22,4,11.8696882,12
15,22,3,14.25490705,12
14,22,2,1.422302331,12
13,22,1,5.384,12
10,21,2,1.278547981,12
11,21,3,12.81414101,12
9,21,1,4.839830588,12
40,20,4,10.86,12
39,20,3,13.04,12
19,23,3,13.25849267,12
38,20,2,1.3,12
12,21,4,10.67,12
20,23,4,11.04,12
30,26,2,1.579,12
22,24,2,1.177150667,12
23,24,3,11.79789484,12
25,25,1,4.836,12
26,25,2,1.277536047,12
27,25,3,12.80399898,12
28,25,4,10.661555,12
29,26,1,5.964739666,12
31,26,3,15.8,12
32,26,4,13.15,12
33,27,1,4.315,12
34,27,2,1.14,12
35,27,3,11.42,12
36,27,4,9.51,12
37,20,1,4.93,12
21,24,1,4.456,12
8,19,4,11.06,12
24,24,4,9.823798403,12
6,19,2,1.325280288,12
5,19,1,5.016731612,12
4,18,4,11.65,12
3,18,3,13.99107242,12
2,18,2,1.39597788,12
1,18,1,5.284351111,12
7,19,3,13.28251167,12
1,18,1,5.284351111,13
2,18,2,1.39597788,13
3,18,3,13.99107242,13
4,18,4,11.65,13
5,19,1,5.016731612,13
6,19,2,1.325280288,13
7,19,3,13.28251167,13
8,19,4,11.06,13
9,21,1,4.839830588,13
10,21,2,1.278547981,13
11,21,3,12.81414101,13
12,21,4,10.67,13
13,22,1,5.384,13
14,22,2,1.422302331,13
15,22,3,14.25490705,13
16,22,4,11.8696882,13
17,23,1,5.007659765,13
18,23,2,1.322883759,13
19,23,3,13.25849267,13
20,23,4,11.04,13
21,24,1,4.456,13
22,24,2,1.177150667,13
23,24,3,11.79789484,13
24,24,4,9.823798403,13
25,25,1,4.836,13
26,25,2,1.277536047,13
27,25,3,12.80399898,13
28,25,4,10.661555,13
29,26,1,5.964739666,13
30,26,2,1.579,13
31,26,3,15.8,13
32,26,4,13.15,13
33,27,1,4.315,13
34,27,2,1.14,13
35,27,3,11.42,13
36,27,4,9.51,13
37,20,1,4.93,13
38,20,2,1.3,13
39,20,3,13.04,13
40,20,4,10.86,13
1,18,1,5.284351111,14
2,18,2,1.39597788,14
3,18,3,13.99107242,14
4,18,4,11.65,14
5,19,1,5.016731612,14
6,19,2,1.325280288,14
7,19,3,13.28251167,14
8,19,4,11.06,14
9,21,1,4.839830588,14
10,21,2,1.278547981,14
11,21,3,12.81414101,14
12,21,4,10.67,14
13,22,1,5.384,14
14,22,2,1.422302331,14
15,22,3,14.25490705,14
16,22,4,11.8696882,14
17,23,1,5.007659765,14
18,23,2,1.322883759,14
19,23,3,13.25849267,14
20,23,4,11.04,14
21,24,1,4.456,14
22,24,2,1.177150667,14
23,24,3,11.79789484,14
24,24,4,9.823798403,14
25,25,1,4.836,14
26,25,2,1.277536047,14
27,25,3,12.80399898,14
28,25,4,10.661555,14
29,26,1,5.964739666,14
30,26,2,1.579,14
31,26,3,15.8,14
32,26,4,13.15,14
33,27,1,4.315,14
34,27,2,1.14,14
35,27,3,11.42,14
36,27,4,9.51,14
37,20,1,4.93,14
38,20,2,1.3,14
39,20,3,13.04,14
40,20,4,10.86,14
