CropId,LocationId,Amount,StaticDataVersionId
70,1,1.54,2
63,2,14,2
68,2,1.6,2
65,1,6.2,2
70,2,1.54,2
61,1,14,2
69,1,1.54,2
69,2,1.54,2
65,2,6.2,2
64,2,9.5,2
34,2,5.9,2
57,2,15.1,2
11,2,2.2,2
12,1,1,2
12,2,2.2,2
13,1,1,2
13,2,1.7,2
14,1,1,2
14,2,2.2,2
15,1,1,2
15,2,2,2
16,1,1,2
16,2,2.2,2
22,2,1.2,2
22,1,1.2,2
23,2,1.2,2
23,1,1.2,2
58,1,6.6,2
24,1,1.92,2
25,1,1.92,2
25,2,1.92,2
11,1,1,2
26,1,0.5,2
10,2,1.7,2
6,2,4.5,2
3,2,5,2
3,1,5,2
8,2,6,2
8,1,6,2
9,2,7,2
9,1,7,2
72,2,7,2
72,1,7,2
2,1,4,2
2,2,4,2
4,1,7,2
4,2,8,2
7,2,5,2
7,1,5,2
1,1,2.5,2
1,2,2.5,2
5,1,4,2
5,2,4,2
6,1,4.5,2
10,1,1,2
26,2,0.58,2
24,2,1.92,2
27,2,4,2
45,1,11.5,2
45,2,11.5,2
46,1,15,2
27,1,4,2
48,1,,2
48,2,,2
49,1,15.6,2
49,2,15.6,2
52,2,2.3,2
52,1,2.3,2
53,1,8.5,2
53,2,8.5,2
54,1,15,2
54,2,15,2
55,1,20,2
55,2,20,2
56,1,25,2
56,2,25,2
57,1,15.1,2
43,2,4.7,2
43,1,4.7,2
46,2,12.1,2
40,1,5.1,2
28,1,2.9,2
28,2,2.9,2
30,1,9.9,2
30,2,11.4,2
31,1,2.7,2
31,2,2.7,2
32,1,5.2,2
32,2,5.2,2
33,1,13,2
33,2,13,2
40,2,6.4,2
34,1,5.9,2
36,2,4.4,2
39,2,7.3,2
39,1,6.7,2
35,2,14.4,2
35,1,14.4,2
36,1,4.4,2
37,1,26.7,2
37,2,26.7,2
74,1,1,2
74,2,1,2
73,1,0.1,2
73,2,0.1,2
26,2,0.58,3
30,1,9.9,3
16,1,1,3
23,2,1.2,3
32,2,5.2,3
24,1,1.92,3
24,2,1.92,3
71,2,0.875,3
28,2,2.9,3
16,2,2.2,3
22,2,1.2,3
27,1,4,3
14,2,2.2,3
23,1,1.2,3
27,2,4,3
25,2,1.92,3
71,1,0.875,3
22,1,1.2,3
31,2,2.7,3
28,1,2.9,3
26,1,0.5,3
25,1,1.92,3
30,2,11.4,3
14,1,1,3
32,1,5.2,3
31,1,2.7,3
64,2,9.5,3
15,1,1,3
43,2,4.7,3
43,1,4.7,3
45,1,11.5,3
45,2,11.5,3
46,1,15,3
46,2,12.1,3
48,1,,3
48,2,,3
49,1,15.6,3
40,2,6.4,3
49,2,15.6,3
52,1,2.3,3
53,1,8.5,3
53,2,8.5,3
54,1,15,3
54,2,15,3
15,2,2,3
55,2,20,3
36,2,4.4,3
36,1,4.4,3
52,2,2.3,3
56,1,25,3
40,1,5.1,3
39,2,7.3,3
3,2,5,3
3,1,5,3
74,1,1,3
74,2,1,3
8,2,6,3
8,1,6,3
9,2,7,3
9,1,7,3
72,2,7,3
39,1,6.7,3
72,1,7,3
73,2,0.1,3
2,1,4,3
2,2,4,3
4,1,7,3
4,2,8,3
7,2,5,3
7,1,5,3
37,1,26.7,3
37,2,26.7,3
73,1,0.1,3
56,2,25,3
55,1,20,3
58,1,6.6,3
35,2,14.4,3
35,1,14.4,3
33,1,13,3
58,2,6.6,3
1,1,2.5,3
1,2,2.5,3
5,1,4,3
5,2,4,3
6,2,4.5,3
70,2,1.54,3
6,1,4.5,3
10,1,1,3
11,2,2.2,3
11,1,1,3
12,1,1,3
12,2,2.2,3
34,2,5.9,3
34,1,5.9,3
13,1,1,3
13,2,1.7,3
10,2,1.7,3
70,1,1.54,3
33,2,13,3
57,2,15.1,3
59,2,,3
59,1,,3
60,2,7.5,3
60,1,7.5,3
61,2,14,3
61,1,14,3
62,2,5.6,3
62,1,5.6,3
63,1,14,3
63,2,14,3
57,1,15.1,3
65,1,6.2,3
64,1,9.5,3
67,1,1.6,3
67,2,1.6,3
69,2,1.54,3
69,1,1.54,3
68,2,1.6,3
65,2,6.2,3
68,1,1.6,3
56,2,25,4
60,2,7.5,4
52,1,2.3,4
54,1,15,4
62,1,5.6,4
55,2,20,4
55,1,20,4
71,1,0.875,4
59,1,,4
52,2,2.3,4
53,1,8.5,4
58,2,6.6,4
64,1,9.5,4
54,2,15,4
58,1,6.6,4
36,1,4.4,4
71,2,0.875,4
53,2,8.5,4
61,1,14,4
59,2,,4
56,1,25,4
36,2,4.4,4
60,1,7.5,4
64,2,9.5,4
62,2,5.6,4
61,2,14,4
25,1,1.92,4
49,1,15.6,4
57,2,15.1,4
57,1,15.1,4
70,2,1.54,4
70,1,1.54,4
35,2,14.4,4
35,1,14.4,4
33,1,13,4
33,2,13,4
1,1,2.5,4
69,1,1.54,4
1,2,2.5,4
5,2,4,4
6,2,4.5,4
6,1,4.5,4
10,1,1,4
10,2,1.7,4
49,2,15.6,4
11,1,1,4
12,1,1,4
12,2,2.2,4
5,1,4,4
34,2,5.9,4
69,2,1.54,4
68,2,1.6,4
3,2,5,4
3,1,5,4
74,1,1,4
74,2,1,4
8,2,6,4
8,1,6,4
9,2,7,4
9,1,7,4
72,2,7,4
68,1,1.6,4
72,1,7,4
73,1,0.1,4
2,1,4,4
2,2,4,4
4,1,7,4
4,2,8,4
7,2,5,4
7,1,5,4
67,1,1.6,4
67,2,1.6,4
73,2,0.1,4
34,1,5.9,4
11,2,2.2,4
13,2,1.7,4
14,2,2.2,4
14,1,1,4
65,1,6.2,4
13,1,1,4
63,1,14,4
63,2,14,4
37,1,26.7,4
37,2,26.7,4
39,2,7.3,4
32,1,5.2,4
39,1,6.7,4
40,1,5.1,4
43,2,4.7,4
43,1,4.7,4
45,1,11.5,4
45,2,11.5,4
46,1,15,4
46,2,12.1,4
48,1,,4
48,2,,4
40,2,6.4,4
32,2,5.2,4
65,2,6.2,4
31,2,2.7,4
15,1,1,4
15,2,2,4
16,1,1,4
16,2,2.2,4
22,2,1.2,4
22,1,1.2,4
23,2,1.2,4
23,1,1.2,4
24,1,1.92,4
24,2,1.92,4
31,1,2.7,4
26,2,0.58,4
25,2,1.92,4
27,1,4,4
27,2,4,4
30,2,11.4,4
30,1,9.9,4
28,1,2.9,4
26,1,0.5,4
28,2,2.9,4
34,1,5.9,5
16,1,1,5
5,2,4,5
10,1,1,5
23,1,1.2,5
11,1,1,5
11,2,2.2,5
71,2,0.875,5
15,2,2,5
5,1,4,5
6,2,4.5,5
13,1,1,5
25,2,1.92,5
10,2,1.7,5
13,2,1.7,5
12,2,2.2,5
71,1,0.875,5
6,1,4.5,5
22,1,1.2,5
15,1,1,5
34,2,5.9,5
12,1,1,5
16,2,2.2,5
25,1,1.92,5
23,2,1.2,5
22,2,1.2,5
56,1,25,5
1,1,2.5,5
32,1,5.2,5
32,2,5.2,5
14,2,2.2,5
14,1,1,5
65,1,6.2,5
65,2,6.2,5
63,1,14,5
63,2,14,5
37,1,26.7,5
31,1,2.7,5
37,2,26.7,5
39,1,6.7,5
40,1,5.1,5
40,2,6.4,5
43,2,4.7,5
43,1,4.7,5
1,2,2.5,5
45,2,11.5,5
46,1,15,5
46,2,12.1,5
39,2,7.3,5
48,1,,5
31,2,2.7,5
30,2,11.4,5
3,2,5,5
3,1,5,5
74,1,1,5
74,2,1,5
8,2,6,5
8,1,6,5
9,2,7,5
9,1,7,5
72,2,7,5
30,1,9.9,5
72,1,7,5
73,2,0.1,5
2,1,4,5
2,2,4,5
4,1,7,5
4,2,8,5
7,2,5,5
7,1,5,5
28,1,2.9,5
28,2,2.9,5
73,1,0.1,5
48,2,,5
45,1,11.5,5
49,2,15.6,5
64,1,9.5,5
64,2,9.5,5
26,2,0.58,5
49,1,15.6,5
24,1,1.92,5
24,2,1.92,5
67,1,1.6,5
67,2,1.6,5
68,2,1.6,5
27,2,4,5
68,1,1.6,5
69,2,1.54,5
57,2,15.1,5
57,1,15.1,5
70,2,1.54,5
70,1,1.54,5
35,2,14.4,5
35,1,14.4,5
33,1,13,5
33,2,13,5
69,1,1.54,5
27,1,4,5
26,1,0.5,5
62,1,5.6,5
52,1,2.3,5
52,2,2.3,5
53,1,8.5,5
53,2,8.5,5
54,1,15,5
54,2,15,5
55,2,20,5
55,1,20,5
36,1,4.4,5
36,2,4.4,5
62,2,5.6,5
58,2,6.6,5
56,2,25,5
59,1,,5
59,2,,5
61,2,14,5
61,1,14,5
60,1,7.5,5
58,1,6.6,5
60,2,7.5,5
10,1,1,6
10,2,1.7,6
7,1,5,6
7,2,5,6
8,1,6,6
3,2,5,6
72,2,7,6
1,2,2.5,6
1,1,2.5,6
72,1,7,6
2,2,4,6
2,1,4,6
9,2,7,6
3,1,5,6
9,1,7,6
5,2,4,6
74,1,1,6
74,2,1,6
4,2,8,6
6,1,4.5,6
6,2,4.5,6
4,1,7,6
5,1,4,6
8,2,6,6
27,2,4,6
11,1,1,6
52,1,2.3,6
52,2,2.3,6
49,2,15.6,6
49,1,15.6,6
48,1,,6
48,2,,6
46,1,15,6
46,2,12.1,6
45,2,11.5,6
45,1,11.5,6
43,2,4.7,6
43,1,4.7,6
40,1,5.1,6
40,2,6.4,6
39,1,6.7,6
39,2,7.3,6
37,1,26.7,6
37,2,26.7,6
36,1,4.4,6
36,2,4.4,6
11,2,2.2,6
53,2,8.5,6
53,1,8.5,6
54,2,15,6
54,1,15,6
65,1,6.2,6
65,2,6.2,6
64,1,9.5,6
64,2,9.5,6
63,1,14,6
63,2,14,6
62,1,5.6,6
62,2,5.6,6
61,2,14,6
61,1,14,6
35,1,14.4,6
60,1,7.5,6
59,1,,6
59,2,,6
58,2,6.6,6
58,1,6.6,6
57,2,15.1,6
57,1,15.1,6
56,1,25,6
56,2,25,6
55,2,20,6
55,1,20,6
60,2,7.5,6
34,1,5.9,6
35,2,14.4,6
33,1,13,6
68,2,1.6,6
68,1,1.6,6
67,1,1.6,6
67,2,1.6,6
25,2,1.92,6
25,1,1.92,6
24,1,1.92,6
24,2,1.92,6
23,1,1.2,6
23,2,1.2,6
34,2,5.9,6
22,1,1.2,6
16,1,1,6
16,2,2.2,6
15,2,2,6
15,1,1,6
14,2,2.2,6
14,1,1,6
13,1,1,6
13,2,1.7,6
12,2,2.2,6
12,1,1,6
22,2,1.2,6
69,1,1.54,6
73,1,0.1,6
70,1,1.54,6
33,2,13,6
32,1,5.2,6
32,2,5.2,6
31,1,2.7,6
31,2,2.7,6
30,2,11.4,6
30,1,9.9,6
28,1,2.9,6
28,2,2.9,6
73,2,0.1,6
27,1,4,6
26,2,0.58,6
69,2,1.54,6
26,1,0.5,6
71,1,0.875,6
70,2,1.54,6
71,2,0.875,6
15,2,2,7
15,1,1,7
71,1,0.875,7
4,2,8,7
73,2,0.1,7
6,1,4.5,7
22,2,1.2,7
6,2,4.5,7
12,1,1,7
2,2,4,7
22,1,1.2,7
71,2,0.875,7
13,1,1,7
34,1,5.9,7
13,2,1.7,7
11,1,1,7
16,2,2.2,7
11,2,2.2,7
74,1,1,7
34,2,5.9,7
16,1,1,7
23,1,1.2,7
25,1,1.92,7
25,2,1.92,7
23,2,1.2,7
4,1,7,7
10,2,1.7,7
10,1,1,7
73,1,0.1,7
74,2,1,7
2,1,4,7
12,2,2.2,7
43,1,4.7,7
14,2,2.2,7
60,2,7.5,7
60,1,7.5,7
61,1,14,7
61,2,14,7
65,2,6.2,7
62,1,5.6,7
62,2,5.6,7
65,1,6.2,7
27,1,4,7
27,2,4,7
48,1,,7
64,1,9.5,7
64,2,9.5,7
14,1,1,7
26,2,0.58,7
26,1,0.5,7
45,2,11.5,7
24,1,1.92,7
24,2,1.92,7
63,1,14,7
67,1,1.6,7
63,2,14,7
59,1,,7
40,1,5.1,7
49,1,15.6,7
49,2,15.6,7
52,1,2.3,7
52,2,2.3,7
39,1,6.7,7
53,1,8.5,7
53,2,8.5,7
39,2,7.3,7
54,1,15,7
54,2,15,7
55,2,20,7
55,1,20,7
37,2,26.7,7
37,1,26.7,7
56,2,25,7
56,1,25,7
58,2,6.6,7
58,1,6.6,7
59,2,,7
40,2,6.4,7
67,2,1.6,7
32,1,5.2,7
32,2,5.2,7
28,1,2.9,7
46,1,15,7
46,2,12.1,7
36,1,4.4,7
36,2,4.4,7
8,2,6,7
8,1,6,7
7,1,5,7
7,2,5,7
9,2,7,7
9,1,7,7
72,2,7,7
72,1,7,7
45,1,11.5,7
57,2,15.1,7
57,1,15.1,7
3,1,5,7
3,2,5,7
28,2,2.9,7
5,2,4,7
68,2,1.6,7
68,1,1.6,7
69,1,1.54,7
69,2,1.54,7
70,2,1.54,7
70,1,1.54,7
5,1,4,7
31,2,2.7,7
31,1,2.7,7
35,1,14.4,7
43,2,4.7,7
33,1,13,7
33,2,13,7
30,1,9.9,7
1,1,2.5,7
1,2,2.5,7
30,2,11.4,7
35,2,14.4,7
48,2,,7
11,1,1,8
6,2,4.5,8
6,1,4.5,8
13,1,1,8
13,2,1.7,8
72,1,7,8
57,1,15.1,8
73,1,0.1,8
72,2,7,8
34,2,5.9,8
46,1,15,8
8,2,6,8
11,2,2.2,8
7,1,5,8
2,1,4,8
2,2,4,8
12,1,1,8
12,2,2.2,8
36,2,4.4,8
4,2,8,8
36,1,4.4,8
10,2,1.7,8
9,2,7,8
9,1,7,8
7,2,5,8
34,1,5.9,8
8,1,6,8
4,1,7,8
46,2,12.1,8
10,1,1,8
57,2,15.1,8
48,2,,8
15,2,2,8
31,2,2.7,8
54,1,15,8
54,2,15,8
30,2,11.4,8
30,1,9.9,8
28,1,2.9,8
28,2,2.9,8
55,2,20,8
61,2,14,8
31,1,2.7,8
61,1,14,8
27,2,4,8
27,1,4,8
3,1,5,8
64,2,9.5,8
64,1,9.5,8
56,2,25,8
5,1,4,8
5,2,4,8
73,2,0.1,8
55,1,20,8
32,1,5.2,8
32,2,5.2,8
14,2,2.2,8
45,1,11.5,8
45,2,11.5,8
43,2,4.7,8
43,1,4.7,8
49,1,15.6,8
49,2,15.6,8
40,2,6.4,8
40,1,5.1,8
39,2,7.3,8
39,1,6.7,8
52,1,2.3,8
37,1,26.7,8
37,2,26.7,8
52,2,2.3,8
63,2,14,8
63,1,14,8
65,1,6.2,8
65,2,6.2,8
53,1,8.5,8
53,2,8.5,8
14,1,1,8
1,2,2.5,8
1,1,2.5,8
56,1,25,8
24,1,1.92,8
33,2,13,8
60,1,7.5,8
26,1,0.5,8
26,2,0.58,8
71,2,0.875,8
71,1,0.875,8
62,1,5.6,8
62,2,5.6,8
25,2,1.92,8
25,1,1.92,8
23,2,1.2,8
23,1,1.2,8
22,1,1.2,8
22,2,1.2,8
74,1,1,8
74,2,1,8
16,1,1,8
16,2,2.2,8
15,1,1,8
24,2,1.92,8
60,2,7.5,8
3,2,5,8
67,2,1.6,8
33,1,13,8
58,2,6.6,8
58,1,6.6,8
35,2,14.4,8
35,1,14.4,8
70,1,1.54,8
67,1,1.6,8
70,2,1.54,8
59,2,,8
69,2,1.54,8
69,1,1.54,8
59,1,,8
48,1,,8
68,1,1.6,8
68,2,1.6,8
11,2,2.2,9
6,2,4.5,9
6,1,4.5,9
13,2,1.7,9
13,1,1,9
72,1,7,9
57,1,15.1,9
73,1,0.1,9
72,2,7,9
34,2,5.9,9
46,2,12.1,9
8,1,6,9
11,1,1,9
7,2,5,9
2,1,4,9
2,2,4,9
12,2,2.2,9
12,1,1,9
36,2,4.4,9
4,1,7,9
36,1,4.4,9
10,1,1,9
9,1,7,9
9,2,7,9
7,1,5,9
34,1,5.9,9
8,2,6,9
4,2,8,9
46,1,15,9
10,2,1.7,9
57,2,15.1,9
64,1,9.5,9
15,1,1,9
53,2,8.5,9
68,2,1.6,9
68,1,1.6,9
52,1,2.3,9
52,2,2.3,9
49,1,15.6,9
49,2,15.6,9
69,1,1.54,9
48,2,,9
53,1,8.5,9
48,1,,9
45,1,11.5,9
45,2,11.5,9
3,1,5,9
43,2,4.7,9
43,1,4.7,9
70,2,1.54,9
40,2,6.4,9
40,1,5.1,9
73,2,0.1,9
69,2,1.54,9
54,2,15,9
54,1,15,9
55,1,20,9
27,2,4,9
27,1,4,9
28,1,2.9,9
28,2,2.9,9
26,2,0.58,9
26,1,0.5,9
62,1,5.6,9
62,2,5.6,9
60,1,7.5,9
60,2,7.5,9
24,2,1.92,9
59,2,,9
59,1,,9
24,1,1.92,9
58,2,6.6,9
58,1,6.6,9
56,2,25,9
56,1,25,9
67,1,1.6,9
67,2,1.6,9
55,2,20,9
39,2,7.3,9
39,1,6.7,9
70,1,1.54,9
30,1,9.9,9
37,1,26.7,9
1,2,2.5,9
61,2,14,9
61,1,14,9
71,2,0.875,9
71,1,0.875,9
5,2,4,9
5,1,4,9
25,2,1.92,9
25,1,1.92,9
23,2,1.2,9
23,1,1.2,9
22,1,1.2,9
22,2,1.2,9
74,2,1,9
74,1,1,9
16,1,1,9
16,2,2.2,9
15,2,2,9
30,2,11.4,9
1,1,2.5,9
3,2,5,9
31,2,2.7,9
37,2,26.7,9
35,1,14.4,9
35,2,14.4,9
63,2,14,9
63,1,14,9
65,1,6.2,9
31,1,2.7,9
65,2,6.2,9
33,2,13,9
14,2,2.2,9
14,1,1,9
33,1,13,9
64,2,9.5,9
32,1,5.2,9
32,2,5.2,9
11,1,1,10
6,2,4.5,10
6,1,4.5,10
13,1,1,10
13,2,1.7,10
72,1,7,10
57,1,15.1,10
73,1,0.1,10
72,2,7,10
34,2,5.9,10
46,1,15,10
8,2,6,10
11,2,2.2,10
7,1,5,10
2,1,4,10
2,2,4,10
12,1,1,10
12,2,2.2,10
36,2,4.4,10
4,2,8,10
36,1,4.4,10
10,2,1.7,10
9,2,7,10
9,1,7,10
7,2,5,10
34,1,5.9,10
8,1,6,10
4,1,7,10
46,2,12.1,10
10,1,1,10
57,2,15.1,10
43,1,4.7,10
15,2,2,10
24,1,1.92,10
31,1,2.7,10
31,2,2.7,10
26,2,0.58,10
26,1,0.5,10
64,1,9.5,10
64,2,9.5,10
32,2,5.2,10
27,2,4,10
24,2,1.92,10
27,1,4,10
28,1,2.9,10
28,2,2.9,10
3,1,5,10
62,1,5.6,10
62,2,5.6,10
14,1,1,10
60,1,7.5,10
60,2,7.5,10
73,2,0.1,10
32,1,5.2,10
67,2,1.6,10
67,1,1.6,10
68,1,1.6,10
48,2,,10
48,1,,10
5,2,4,10
5,1,4,10
40,1,5.1,10
40,2,6.4,10
1,2,2.5,10
1,1,2.5,10
33,2,13,10
33,1,13,10
61,1,14,10
35,1,14.4,10
35,2,14.4,10
61,2,14,10
70,2,1.54,10
70,1,1.54,10
69,1,1.54,10
69,2,1.54,10
30,2,11.4,10
30,1,9.9,10
68,2,1.6,10
59,2,,10
59,1,,10
14,2,2.2,10
49,2,15.6,10
58,2,6.6,10
37,1,26.7,10
45,1,11.5,10
45,2,11.5,10
71,2,0.875,10
71,1,0.875,10
39,1,6.7,10
39,2,7.3,10
25,2,1.92,10
25,1,1.92,10
23,2,1.2,10
23,1,1.2,10
22,1,1.2,10
22,2,1.2,10
74,1,1,10
74,2,1,10
16,1,1,10
16,2,2.2,10
15,1,1,10
49,1,15.6,10
37,2,26.7,10
3,2,5,10
52,1,2.3,10
58,1,6.6,10
65,2,6.2,10
65,1,6.2,10
56,2,25,10
56,1,25,10
55,1,20,10
52,2,2.3,10
55,2,20,10
63,2,14,10
54,2,15,10
54,1,15,10
63,1,14,10
43,2,4.7,10
53,2,8.5,10
53,1,8.5,10
12,2,2.2,12
34,2,5.9,12
34,1,5.9,12
73,1,0.1,12
25,1,1.92,12
23,2,1.2,12
12,1,1,12
23,1,1.2,12
72,1,7,12
46,2,12.1,12
13,1,1,12
46,1,15,12
16,2,2.2,12
16,1,1,12
2,2,4,12
7,1,5,12
7,2,5,12
15,2,2,12
57,1,15.1,12
22,1,1.2,12
22,2,1.2,12
15,1,1,12
57,2,15.1,12
2,1,4,12
36,2,4.4,12
36,1,4.4,12
71,1,0.875,12
13,2,1.7,12
4,1,7,12
71,2,0.875,12
4,2,8,12
25,2,1.92,12
33,2,13,12
11,2,2.2,12
54,1,15,12
54,2,15,12
55,1,20,12
55,2,20,12
27,2,4,12
56,1,25,12
56,2,25,12
27,1,4,12
58,1,6.6,12
58,2,6.6,12
72,2,7,12
59,1,,12
59,2,,12
26,2,0.58,12
60,1,7.5,12
60,2,7.5,12
73,2,0.1,12
32,2,5.2,12
37,2,26.7,12
28,1,2.9,12
26,1,0.5,12
28,2,2.9,12
53,1,8.5,12
39,1,6.7,12
32,1,5.2,12
39,2,7.3,12
40,1,5.1,12
40,2,6.4,12
31,2,2.7,12
43,1,4.7,12
43,2,4.7,12
31,1,2.7,12
45,1,11.5,12
45,2,11.5,12
48,1,,12
48,2,,12
30,2,11.4,12
30,1,9.9,12
49,1,15.6,12
49,2,15.6,12
52,1,2.3,12
52,2,2.3,12
53,2,8.5,12
61,1,14,12
61,2,14,12
5,1,4,12
70,1,1.54,12
70,2,1.54,12
75,1,7,12
75,2,7,12
3,1,5,12
3,2,5,12
1,2,2.5,12
1,1,2.5,12
6,1,4.5,12
6,2,4.5,12
8,1,6,12
8,2,6,12
9,1,7,12
9,2,7,12
74,2,1,12
74,1,1,12
10,1,1,12
62,1,5.6,12
10,2,1.7,12
69,2,1.54,12
5,2,4,12
62,2,5.6,12
37,1,26.7,12
35,2,14.4,12
35,1,14.4,12
24,2,1.92,12
24,1,1.92,12
63,1,14,12
63,2,14,12
64,1,9.5,12
64,2,9.5,12
65,1,6.2,12
65,2,6.2,12
14,2,2.2,12
14,1,1,12
67,1,1.6,12
67,2,1.6,12
33,1,13,12
68,1,1.6,12
68,2,1.6,12
69,1,1.54,12
11,1,1,12
76,1,5,12
76,2,5,12
1,1,2.5,13
1,2,2.5,13
2,1,4,13
2,2,4,13
3,1,5,13
3,2,5,13
4,1,7,13
4,2,8,13
5,1,4,13
5,2,4,13
6,1,4.5,13
6,2,4.5,13
7,1,5,13
7,2,5,13
8,1,6,13
8,2,6,13
9,1,7,13
9,2,7,13
10,1,1,13
10,2,1.7,13
11,1,1,13
11,2,2.2,13
12,1,1,13
12,2,2.2,13
13,1,1,13
13,2,1.7,13
14,1,1,13
14,2,2.2,13
15,1,1,13
15,2,2,13
16,1,1,13
16,2,2.2,13
22,1,1.2,13
22,2,1.2,13
23,1,1.2,13
23,2,1.2,13
24,1,1.92,13
24,2,1.92,13
25,1,1.92,13
25,2,1.92,13
26,1,0.5,13
26,2,0.58,13
27,1,4,13
27,2,4,13
28,1,2.9,13
28,2,2.9,13
30,1,9.9,13
30,2,11.4,13
31,1,2.7,13
31,2,2.7,13
32,1,5.2,13
32,2,5.2,13
33,1,13,13
33,2,13,13
34,1,5.9,13
34,2,5.9,13
35,1,14.4,13
35,2,14.4,13
36,1,4.4,13
36,2,4.4,13
37,1,26.7,13
37,2,26.7,13
39,1,6.7,13
39,2,7.3,13
40,1,5.1,13
40,2,6.4,13
43,1,4.7,13
43,2,4.7,13
45,1,11.5,13
45,2,11.5,13
46,1,15,13
46,2,12.1,13
48,1,,13
48,2,,13
49,1,15.6,13
49,2,15.6,13
52,1,2.3,13
52,2,2.3,13
53,1,8.5,13
53,2,8.5,13
54,1,15,13
54,2,15,13
55,1,20,13
55,2,20,13
56,1,25,13
56,2,25,13
57,1,15.1,13
57,2,15.1,13
58,1,6.6,13
58,2,6.6,13
59,1,,13
59,2,,13
60,1,7.5,13
60,2,7.5,13
61,1,14,13
61,2,14,13
62,1,5.6,13
62,2,5.6,13
63,1,14,13
63,2,14,13
64,1,9.5,13
64,2,9.5,13
65,1,6.2,13
65,2,6.2,13
67,1,1.6,13
67,2,1.6,13
68,1,1.6,13
68,2,1.6,13
69,1,1.54,13
69,2,1.54,13
70,1,1.54,13
70,2,1.54,13
71,1,0.875,13
71,2,0.875,13
72,1,7,13
72,2,7,13
73,1,0.1,13
73,2,0.1,13
74,1,1,13
74,2,1,13
75,1,5,13
75,2,5,13
76,1,5,13
76,2,5,13
1,1,2.5,14
1,2,2.5,14
2,1,4,14
2,2,4,14
3,1,5,14
3,2,5,14
4,1,7,14
4,2,8,14
5,1,4,14
5,2,4,14
6,1,4.5,14
6,2,4.5,14
7,1,5,14
7,2,5,14
8,1,6,14
8,2,6,14
9,1,7,14
9,2,7,14
10,1,1,14
10,2,1.7,14
11,1,1,14
11,2,2.2,14
12,1,1,14
12,2,2.2,14
13,1,1,14
13,2,1.7,14
14,1,1,14
14,2,2.2,14
15,1,1,14
15,2,2,14
16,1,1,14
16,2,2.2,14
22,1,1.2,14
22,2,1.2,14
23,1,1.2,14
23,2,1.2,14
24,1,1.92,14
24,2,1.92,14
25,1,1.92,14
25,2,1.92,14
26,1,0.5,14
26,2,0.58,14
27,1,4,14
27,2,4,14
28,1,2.9,14
28,2,2.9,14
30,1,9.9,14
30,2,11.4,14
31,1,2.7,14
31,2,2.7,14
32,1,5.2,14
32,2,5.2,14
33,1,13,14
33,2,13,14
34,1,5.9,14
34,2,5.9,14
35,1,14.4,14
35,2,14.4,14
36,1,4.4,14
36,2,4.4,14
37,1,26.7,14
37,2,26.7,14
39,1,6.7,14
39,2,7.3,14
40,1,5.1,14
40,2,6.4,14
43,1,4.7,14
43,2,4.7,14
45,1,11.5,14
45,2,11.5,14
